119591063650,4,2
119720210998,4,2
119878805272,8,2
119925816328,4,2
119927285572,4,2
119968917892,8,2
120070335058,4,2
120077195737,4,2
120453853273,4,2
120507849908,8,2
120517177825,4,2
120517668778,4,2
120686615950,4,2
120844865587,8,2
120898458053,8,2
120934848700,4,2
123135256093,4,2
124871782093,10,2
125605981852,8,2
125722289600,4,2
125764915825,8,2
125824604678,4,2
126016306603,8,2
126125772578,4,2
126157918402,8,2
126250360462,10,2
127021859575,4,2
127402180568,6,2
128839285207,6,2
128936766775,6,2
129957960487,4,2
129979883650,10,2
129980393513,6,2
130210443652,4,2
133069439638,8,2
134728510975,4,2
135841137493,8,2
136669068350,12,2
136676387893,8,2
136785158477,6,2
136936881982,4,2
143176438837,0,2
149264185450,8,2
160844590273,6,2
163336129325,6,2
163336700878,8,2
166190248747,10,2
166933641775,6,2
93791918692,8,2
94068446075,4,2
94093605112,10,2
95017699612,4,2
95022930850,6,2
95254993772,4,2
95378556100,8,2
95556399227,0,2
95772480508,8,2
96029120087,8,2
96147921067,12,2
96313751368,8,2
96842903950,4,2
97260565732,0,2
97381449737,8,2
97524931387,4,2
97758701248,8,2
98224864348,8,2
98229296663,4,2
98361425542,8,2
98642383225,4,2
98699244857,4,2
98939755063,8,2
99201046373,4,2
99361017850,4,2
99362355202,4,2
99607688477,4,2
99618847177,4,2
99662148850,4,2
100413608650,10,2
100653056653,0,2
100669209475,0,2
102845409943,4,2
105269136787,4,2
105890868700,6,2
105954385477,4,2
106147353832,6,2
106566592813,4,2
108323479528,4,2
108799228772,4,2
108851480188,12,2
109433623225,10,2
109482751150,4,2
109611471775,8,2
109791807700,6,2
111360141475,4,2
111569305697,4,2
111680341552,4,2
111735643825,4,2
111991535743,6,2
112268095075,4,2
112688795627,8,2
112743397282,4,2
113024210932,4,2
113722765525,6,2
114232678387,4,2
114405772850,4,2
114482798953,8,2
114940705267,4,2
115238642437,4,2
115291457342,8,2
116276502400,0,2
116411568100,4,2
117340813777,8,2
117523033717,4,2
117571035352,6,2
117753433892,8,2
117792260332,8,2
118506348577,4,2
118532152475,4,2
118664137063,6,2
118744045325,6,2
118779135497,4,2
119067363242,4,2
119100060850,4,2
119123000657,8,2
119127881752,10,2
119432171150,4,2
120006148202,0,2
120086997047,4,2
120096308662,6,2
120333631528,6,2
120674825098,4,2
120823726873,4,2
122764831492,0,2
124178104678,4,2
124481288438,4,2
124481787400,4,2
124522206643,8,2
124538675623,8,2
126856088648,4,2
126872711243,10,2
127042525543,4,2
127181182193,6,2
130344690950,4,2
133178830048,4,2
136967760163,4,2
141183148468,4,2
162275341168,10,2
93853430323,8,2
93859929208,10,2
93948769853,6,2
94058903872,4,2
94097509402,4,2
94413591350,8,2
94425758932,4,2
94578789700,6,2
94601407022,4,2
94629247438,6,2
94650130438,4,2
94799859362,10,2
94863442873,4,2
94881737968,10,2
94982392522,8,2
95007673475,4,2
95051705233,4,2
95102288947,10,2
95104469582,4,2
95265469448,8,2
95316110002,8,2
95323095962,4,2
95342308672,4,2
95383360493,6,2
95507443075,4,2
95629856975,4,2
95636854423,4,2
95809685093,6,2
95817564638,4,2
95892874408,4,2
95983109927,10,2
96084785203,8,2
96193970707,10,2
96397598267,6,2
96465229138,4,2
96467864587,8,2
96546065950,10,2
96668264047,8,2
96748306100,6,2
96822220472,6,2
97216466182,4,2
97363797757,10,2
97455164038,4,2
97504616798,2,2
97660121422,4,2
97764891775,2,2
97871930432,4,2
97909098038,4,2
98355659678,12,2
98561561302,8,2
98661927563,10,2
98961553252,4,2
99064348483,4,2
99393562637,8,2
99426112753,6,2
100007112032,8,2
100178026663,4,2
100571415002,0,2
100780519687,8,2
100827665527,6,2
100995684092,10,2
101336192533,8,2
102976522307,4,2
102996945242,12,2
103021909357,0,2
103373998057,8,2
103479059398,4,2
104271688642,8,2
104321014348,4,2
104518433812,4,2
104724277537,4,2
104811707978,4,2
105767111753,6,2
105854516218,8,2
105916641328,6,2
105973720450,4,2
106154265262,6,2
106180991575,4,2
106231688650,4,2
106650170287,4,2
107065772593,8,2
107898937267,4,2
107943537763,8,2
108024864463,8,2
108335581657,4,2
108518592325,10,2
108657466732,6,2
108688236163,4,2
108989166718,8,2
109061545363,4,2
109064814643,4,2
109537506682,4,2
109539378908,4,2
109602107725,8,2
110161373002,8,2
110385383650,4,2
111317671600,4,2
111792851173,8,2
111955570225,8,2
111987276367,4,2
112140191350,8,2
112638478858,8,2
112762392262,6,2
114099838450,6,2
114338814700,4,2
114425864117,8,2
114577083547,6,2
114601977325,4,2
115089385762,0,2
115215119693,0,2
115304903068,10,2
115539849475,0,2
115676410733,10,2
115890069527,4,2
115917031483,4,2
115933402772,4,2
116190679967,4,2
116270715622,4,2
116384066227,10,2
116386478542,6,2
116727348403,4,2
116789685847,4,2
116985988268,8,2
117062426377,4,2
117182939638,8,2
117651544937,4,2
118076373187,6,2
118337475475,8,2
118563802600,6,2
118803506722,8,2
118911745153,4,2
119002957208,8,2
119015641867,6,2
119118119662,8,2
119173280725,4,2
119180115728,4,2
119199157127,4,2
119265081407,4,2
119289013987,10,2
119296340767,4,2
119415065950,4,2
119441457343,4,2
119452699007,0,2
119525049325,8,2
119593019908,4,2
119633615872,4,2
119714828467,4,2
119787258113,4,2
119814669637,4,2
120053184218,8,2
120056124275,4,2
120207585878,8,2
120316461893,4,2
120534852763,4,2
120724940197,4,2
120741647542,4,2
125021250100,4,2
125022250187,8,2
125413590748,8,2
126002752198,4,2
126012792428,10,2
127250791118,4,2
127876611257,4,2
128474564548,8,2
130070655017,8,2
132812136775,10,2
143156105018,4,2
160721536517,8,2
160942159423,4,2
163050478075,4,2
163560254737,6,2
93768099182,10,2
93864695200,8,2
93966109513,4,2
93986485658,4,2
94133519450,4,2
94482261547,6,2
94925304818,6,2
95083100437,8,2
95289914932,10,2
95361960037,4,2
95362833478,8,2
95583505348,10,2
95669220950,8,2
95693718178,8,2
95723031482,6,2
95823255622,4,2
95952880682,10,2
95981795513,8,2
96133889083,8,2
96215902982,10,2
96504325325,10,2
96575948992,4,2
96578585953,8,2
96796699225,4,2
96954280622,8,2
96989071432,4,2
97172817478,4,2
97267622588,4,2
97416758497,10,2
98718794827,8,2
99295052992,8,2
99447964450,6,2
99810874642,4,2
100268016775,8,2
100290408650,6,2
100498324498,6,2
100625689552,8,2
100629278468,10,2
100821378778,10,2
100844281450,4,2
100862695288,6,2
102038352823,8,2
102063200503,6,2
102132338143,8,2
102316819627,4,2
102413648528,8,2
102800061793,4,2
102958370287,4,2
102962908142,4,2
103276261637,4,2
103391277208,8,2
103561417475,4,2
103588270558,4,2
103639710757,4,2
103646084768,4,2
103864285075,8,2
103969595203,8,2
104233332268,4,2
104412846022,8,2
104588855317,6,2
104889556333,4,2
104906961682,4,2
104997217823,8,2
105001800388,10,2
105103559083,4,2
105226009822,6,2
105408671723,4,2
105417395725,10,2
105566218483,4,2
105721583732,6,2
105859577582,10,2
106557821387,8,2
106681578025,4,2
106689430682,8,2
108239714098,8,2
108338840038,6,2
108525114638,4,2
108868277950,8,2
109276487953,4,2
109453740947,8,2
109544995682,4,2
109775875963,8,2
109900080403,8,2
111175220767,4,2
111204929803,6,2
111732807478,4,2
111749826100,10,2
111781975922,4,2
111796633993,10,2
113176404692,8,2
113209234892,8,2
114329729033,8,2
114488541067,6,2
114623043403,8,2
115019350073,4,2
115115774597,10,2
115403368873,8,2
116198875123,8,2
116235997978,8,2
116386961008,0,2
116487818347,4,2
118254786200,8,2
118524849200,6,2
118554063650,8,2
118643677078,4,2
118764026593,4,2
118791320797,4,2
118831780475,10,2
119048820325,4,2
119436569828,4,2
119456120488,0,2
119644377403,4,2
119886150142,4,2
119977735075,6,2
120137970307,6,2
120678755318,4,2
125415093232,4,2
127079325208,4,2
134002243783,4,2
135688459588,8,2
163155568663,8,2
166644283213,6,2
93744282697,6,2
94140461938,10,2
94677978022,6,2
94700607200,10,2
95273763100,8,2
95456314777,8,2
96597485227,8,2
97374388753,8,2
97530231193,4,2
97687966288,4,2
97813538450,10,2
97862197225,4,2
98507846377,4,2
98512285072,6,2
99270099028,0,2
99319118713,4,2
99431909908,10,2
99702780623,8,2
99864049792,6,2
99919474258,8,2
99923497600,4,2
99975808417,8,2
100091208850,4,2
100118950657,8,2
100125215468,4,2
100229060872,8,2
100242045332,10,2
100295335198,4,2
100302053413,4,2
100414504927,8,2
100427053225,4,2
100528364618,4,2
100547646463,4,2
100553027773,4,2
100560651542,8,2
100656197378,6,2
100666068547,4,2
100672799167,12,2
100723959232,6,2
100772887588,8,2
100796233742,8,2
101929510475,4,2
101985956725,10,2
102000409477,4,2
102013508168,8,2
102126914737,4,2
102794620687,8,2
102805956487,6,2
102810490982,10,2
103191745562,0,2
103297623325,4,2
103350809887,8,2
103372179283,8,2
103421746597,8,2
103738985450,4,2
103749917678,0,2
103768139338,4,2
103779073102,10,2
103918984975,4,2
103935853682,10,2
103975523333,8,2
104089558708,10,2
104133821263,2,2
104402335873,6,2
104497860577,8,2
104557757183,6,2
104663875723,4,2
104755858147,10,2
105250783807,0,2
105273266428,6,2
105297128162,8,2
105365975237,10,2
105400866343,10,2
105544623487,10,2
106070882363,8,2
106072264133,10,2
106240446643,8,2
106424909243,4,2
106434136573,4,2
106761041767,8,2
106781374453,10,2
106908497603,8,2
107421454513,6,2
107511394562,10,2
107596733302,12,2
107615289682,4,2
108083903588,10,2
108420781150,4,2
108691499843,6,2
108759115663,6,2
108833750623,8,2
108973293325,4,2
109501469450,8,2
109504277333,6,2
110069861842,10,2
110122417450,6,2
110371758058,8,2
110495358853,10,2
110617617743,4,2
110619969538,8,2
110703239188,6,2
111151644992,0,2
111215305322,4,2
111307291307,8,2
111310594075,8,2
111329467975,0,2
111884602600,8,2
111895009777,10,2
112084789042,4,2
112606206092,8,2
112752894572,8,2
113052739462,2,2
113175928927,8,2
113192105498,6,2
113394886397,4,2
113508256150,10,2
113740411972,10,2
114179628712,4,2
114706369132,4,2
114792120872,8,2
114947417798,8,2
115031820622,6,2
115077391837,0,2
115415379773,2,2
115604754100,6,2
115735099138,4,2
115812571372,6,2
115832785783,8,2
115935328882,4,2
116659231162,8,2
116790652450,4,2
116827869707,10,2
117136469350,8,2
117286562825,4,2
117315624275,4,2
117728685377,4,2
118082204725,12,2
118404620962,4,2
118864445722,10,2
119091275977,8,2
119102989213,6,2
119225524652,10,2
119440968587,8,2
120154636988,8,2
120566769128,10,2
126855584950,6,2
128335204448,4,2
130059944387,8,2
